url,uri,name,tracks,category
https://open.spotify.com/playlist/37i9dQZF1DXb0COFso7q0D,spotify:playlist:37i9dQZF1DXb0COFso7q0D,Los Que Mandan: Top 40,40,latin
https://open.spotify.com/playlist/37i9dQZF1DX10zKzsJ2jva,spotify:playlist:37i9dQZF1DX10zKzsJ2jva,¡Viva Latino!,50,latin
https://open.spotify.com/playlist/37i9dQZF1DWY7IeIP1cdjF,spotify:playlist:37i9dQZF1DWY7IeIP1cdjF,Baila Reggaeton,50,latin
https://open.spotify.com/playlist/37i9dQZF1DX1hVRardJ30X,spotify:playlist:37i9dQZF1DX1hVRardJ30X,New Music Friday Latin,59,latin
https://open.spotify.com/playlist/37i9dQZF1DX4OjfOteYnH8,spotify:playlist:37i9dQZF1DX4OjfOteYnH8,Urbano Rising,55,latin
https://open.spotify.com/playlist/37i9dQZF1DX2MJVTOdWtbm,spotify:playlist:37i9dQZF1DX2MJVTOdWtbm,Are & Be Latin,85,latin
https://open.spotify.com/playlist/37i9dQZF1DWZoF06RIo9el,spotify:playlist:37i9dQZF1DWZoF06RIo9el,Future Hits: Latin,50,latin
https://open.spotify.com/playlist/37i9dQZF1DWYzQ2Vx5M6uV,spotify:playlist:37i9dQZF1DWYzQ2Vx5M6uV,Afro Ritmo,54,latin
https://open.spotify.com/playlist/37i9dQZF1DX5AVYhCeISA6,spotify:playlist:37i9dQZF1DX5AVYhCeISA6,Inspiring Latinas,75,latin
https://open.spotify.com/playlist/37i9dQZF1DXbSwbJpH6lAw,spotify:playlist:37i9dQZF1DXbSwbJpH6lAw,Radar US Latin,30,latin
https://open.spotify.com/playlist/37i9dQZF1DXagUeYbNSnOA,spotify:playlist:37i9dQZF1DXagUeYbNSnOA,Fresh Finds: Latin,50,latin
https://open.spotify.com/playlist/37i9dQZF1DXbdrcAZnP3Cy,spotify:playlist:37i9dQZF1DXbdrcAZnP3Cy,Mexican Party Anthems,90,latin
https://open.spotify.com/playlist/37i9dQZF1DX1QnNyJOBQBv,spotify:playlist:37i9dQZF1DX1QnNyJOBQBv,Latin Pop Hits,50,latin
https://open.spotify.com/playlist/37i9dQZF1DX4oUPBOaEkL6,spotify:playlist:37i9dQZF1DX4oUPBOaEkL6,Éxitos USA,50,latin
https://open.spotify.com/playlist/37i9dQZF1DX1ziQH0F90kL,spotify:playlist:37i9dQZF1DX1ziQH0F90kL,Now & Then Reggaeton,90,latin
https://open.spotify.com/playlist/37i9dQZF1DX07RJCJCOYpi,spotify:playlist:37i9dQZF1DX07RJCJCOYpi,mint Latin,64,latin
https://open.spotify.com/playlist/37i9dQZF1DX4V5eXk4NKqu,spotify:playlist:37i9dQZF1DX4V5eXk4NKqu,Ultimate LatinX Indie,100,latin
https://open.spotify.com/playlist/37i9dQZF1DX4qKWGR9z0LI,spotify:playlist:37i9dQZF1DX4qKWGR9z0LI,Salsa Nation,150,latin
https://open.spotify.com/playlist/37i9dQZF1DXbgLhPxSBEKX,spotify:playlist:37i9dQZF1DXbgLhPxSBEKX,Grandes Voces,50,latin
https://open.spotify.com/playlist/37i9dQZF1DX7Qo2zphj7u3,spotify:playlist:37i9dQZF1DX7Qo2zphj7u3,Hits Románticos,250,latin
https://open.spotify.com/playlist/37i9dQZF1DX5U9LWxuimGj,spotify:playlist:37i9dQZF1DX5U9LWxuimGj,Country Latino,49,latin
https://open.spotify.com/playlist/37i9dQZF1DX2lenzaqw2vs,spotify:playlist:37i9dQZF1DX2lenzaqw2vs,Latin Pride,82,latin
https://open.spotify.com/playlist/37i9dQZF1DWSDautEwAKZB,spotify:playlist:37i9dQZF1DWSDautEwAKZB,Spotify Singles: Latino,26,latin
https://open.spotify.com/playlist/37i9dQZF1DXbUMEWUyV9JB,spotify:playlist:37i9dQZF1DXbUMEWUyV9JB,Super Cumbias,50,latin
https://open.spotify.com/playlist/37i9dQZF1DXbLMw3ry7d7k,spotify:playlist:37i9dQZF1DXbLMw3ry7d7k,Latin Hit Mix,100,latin
https://open.spotify.com/playlist/37i9dQZF1DX8sljIJzI0oo,spotify:playlist:37i9dQZF1DX8sljIJzI0oo,Fuego,55,latin
https://open.spotify.com/playlist/37i9dQZF1DX8SfyqmSFDwe,spotify:playlist:37i9dQZF1DX8SfyqmSFDwe,Reggaeton Classics,100,latin
https://open.spotify.com/playlist/37i9dQZF1DX65py6HnnlE1,spotify:playlist:37i9dQZF1DX65py6HnnlE1,Bachata Classics,50,latin
https://open.spotify.com/playlist/37i9dQZF1DWTmGGCbcoQhY,spotify:playlist:37i9dQZF1DWTmGGCbcoQhY,Cumbia Sonidera,50,latin
https://open.spotify.com/playlist/37i9dQZF1DX7SeoIaFyTmA,spotify:playlist:37i9dQZF1DX7SeoIaFyTmA,Salsa Classics,90,latin
https://open.spotify.com/playlist/37i9dQZF1DWX5ZOsG2Ogi1,spotify:playlist:37i9dQZF1DWX5ZOsG2Ogi1,Puro Perreo,100,latin
https://open.spotify.com/playlist/37i9dQZF1DWYN0zdqzbEwl,spotify:playlist:37i9dQZF1DWYN0zdqzbEwl,Rock en Español,60,latin
https://open.spotify.com/playlist/37i9dQZF1DX8yLfjPY8emY,spotify:playlist:37i9dQZF1DX8yLfjPY8emY,100% Cumbia,50,latin
https://open.spotify.com/playlist/37i9dQZF1DX2lVtkHKv2NU,spotify:playlist:37i9dQZF1DX2lVtkHKv2NU,internet crush,75,latin
https://open.spotify.com/playlist/37i9dQZF1DX6ThddIjWuGT,spotify:playlist:37i9dQZF1DX6ThddIjWuGT,Latin Pop Classics,100,latin
https://open.spotify.com/playlist/37i9dQZF1DWVcbzTgVpNRm,spotify:playlist:37i9dQZF1DWVcbzTgVpNRm,Latin Party Anthems,125,latin
https://open.spotify.com/playlist/37i9dQZF1DX9vJ2U3sN7xj,spotify:playlist:37i9dQZF1DX9vJ2U3sN7xj,Fiesta,106,latin
https://open.spotify.com/playlist/37i9dQZF1DWXYWuNDAdJsw,spotify:playlist:37i9dQZF1DWXYWuNDAdJsw,Perrear y Llorar,86,latin
https://open.spotify.com/playlist/37i9dQZF1DWZdsS73T1ogG,spotify:playlist:37i9dQZF1DWZdsS73T1ogG,New Urbano,57,latin
https://open.spotify.com/playlist/37i9dQZF1DX7HGyCQ2dcNx,spotify:playlist:37i9dQZF1DX7HGyCQ2dcNx,This Is J Balvin,95,latin
https://open.spotify.com/playlist/37i9dQZF1DX20VDU4OIBfS,spotify:playlist:37i9dQZF1DX20VDU4OIBfS,Canciones del Recuerdo,150,latin
https://open.spotify.com/playlist/37i9dQZF1DWXbMxJaAyCq1,spotify:playlist:37i9dQZF1DWXbMxJaAyCq1,Remixes Urbanos,75,latin
https://open.spotify.com/playlist/37i9dQZF1DX4g1k3dwPPvk,spotify:playlist:37i9dQZF1DX4g1k3dwPPvk,90s Latino,75,latin
https://open.spotify.com/playlist/37i9dQZF1DX3omIq8ziEt6,spotify:playlist:37i9dQZF1DX3omIq8ziEt6,Esenciales,150,latin
https://open.spotify.com/playlist/37i9dQZF1DX5y71ufjoyXC,spotify:playlist:37i9dQZF1DX5y71ufjoyXC,Viral Latino,50,latin
https://open.spotify.com/playlist/37i9dQZF1DWZQkHAMKYFuV,spotify:playlist:37i9dQZF1DWZQkHAMKYFuV,10s Latino,85,latin
https://open.spotify.com/playlist/37i9dQZF1DX68aCfKW9xMy,spotify:playlist:37i9dQZF1DX68aCfKW9xMy,Mal de Amores,50,latin
https://open.spotify.com/playlist/37i9dQZF1DX40AQSQVhD0g,spotify:playlist:37i9dQZF1DX40AQSQVhD0g,Cleaning Kit en Español,80,latin
